0,1,406.05,231.05,128.95,280.43,0.92,-1,-1,-1
0,2,543.45,269.46,128.41,253.75,0.92,-1,-1,-1
0,3,161.54,230.15,179.94,460.83,0.91,-1,-1,-1
0,4,929.42,209.77,242.72,573.62,0.91,-1,-1,-1
0,5,652.68,269.11,109.30,235.73,0.91,-1,-1,-1
0,6,326.46,333.96,94.29,234.42,0.90,-1,-1,-1
0,7,582.41,206.79,105.64,249.00,0.86,-1,-1,-1
0,8,744.84,244.47,123.46,265.90,0.86,-1,-1,-1
0,9,542.37,171.55,39.65,112.16,0.83,-1,-1,-1
0,10,259.13,217.48,118.57,314.85,0.83,-1,-1,-1
0,11,600.24,160.31,48.50,129.75,0.79,-1,-1,-1
0,12,170.31,196.57,119.94,291.49,0.78,-1,-1,-1
0,13,576.35,148.11,42.09,137.89,0.77,-1,-1,-1
0,14,682.37,156.77,57.91,152.66,0.73,-1,-1,-1
0,15,301.27,175.16,54.62,150.18,0.68,-1,-1,-1
1,1,429.39,221.52,123.02,267.66,0.94,-1,-1,-1
1,2,546.74,259.86,127.94,252.85,0.92,-1,-1,-1
1,3,159.17,222.26,160.99,410.11,0.88,-1,-1,-1
1,4,935.51,201.30,238.47,563.38,0.92,-1,-1,-1
1,5,659.78,258.06,111.83,242.09,0.88,-1,-1,-1
1,6,366.39,323.17,85.26,212.64,0.88,-1,-1,-1
1,7,593.86,200.48,104.23,246.34,0.86,-1,-1,-1
1,8,748.66,234.00,124.33,267.84,0.88,-1,-1,-1
1,9,539.06,162.97,40.31,113.79,0.85,-1,-1,-1
1,10,280.08,199.45,118.79,315.54,0.89,-1,-1,-1
1,11,597.13,150.20,53.89,144.27,0.82,-1,-1,-1
1,13,579.55,140.58,42.43,138.95,0.78,-1,-1,-1
1,14,666.08,146.79,57.45,151.39,0.83,-1,-1,-1
1,15,291.02,167.43,68.71,188.67,0.50,-1,-1,-1
2,1,447.72,214.75,116.32,253.01,0.91,-1,-1,-1
2,2,554.70,265.73,124.07,245.10,0.90,-1,-1,-1
2,3,160.57,220.47,150.65,383.99,0.91,-1,-1,-1
2,4,941.03,197.39,240.64,568.29,0.92,-1,-1,-1
2,5,664.32,256.01,110.97,241.36,0.90,-1,-1,-1
2,6,337.44,220.98,110.37,275.75,0.91,-1,-1,-1
2,7,592.48,192.99,108.26,256.11,0.82,-1,-1,-1
2,8,755.24,230.77,125.62,270.57,0.88,-1,-1,-1
2,9,542.56,164.98,39.32,110.48,0.77,-1,-1,-1
2,10,293.58,190.18,106.32,282.13,0.86,-1,-1,-1
2,11,598.43,145.50,54.39,145.68,0.80,-1,-1,-1
2,13,584.56,139.06,42.09,137.93,0.72,-1,-1,-1
2,14,653.69,143.98,59.59,156.83,0.79,-1,-1,-1
2,15,296.03,166.87,68.44,188.35,0.55,-1,-1,-1
2,16,-11.24,281.61,80.10,196.13,0.91,-1,-1,-1
3,1,463.28,225.86,111.46,243.18,0.92,-1,-1,-1
3,2,551.94,288.96,121.13,239.93,0.84,-1,-1,-1
3,3,172.79,241.93,136.04,346.83,0.90,-1,-1,-1
3,4,936.74,212.78,246.00,581.38,0.91,-1,-1,-1
3,5,663.06,273.54,110.89,241.69,0.89,-1,-1,-1
3,6,342.86,203.61,115.57,289.60,0.88,-1,-1,-1
3,7,577.44,205.46,123.19,292.76,0.81,-1,-1,-1
3,8,753.50,247.73,125.17,269.74,0.86,-1,-1,-1
3,9,539.55,182.41,38.78,108.35,0.79,-1,-1,-1
3,10,327.06,201.22,97.41,257.54,0.83,-1,-1,-1
3,11,593.77,161.72,52.29,140.96,0.72,-1,-1,-1
3,13,582.58,156.96,41.59,136.50,0.75,-1,-1,-1
3,14,640.13,160.30,57.88,151.80,0.83,-1,-1,-1
3,15,301.37,187.53,60.28,165.84,0.84,-1,-1,-1
3,16,14.61,292.01,75.78,185.45,0.91,-1,-1,-1
3,18,432.06,319.75,88.32,185.01,0.88,-1,-1,-1
4,1,469.48,238.42,106.23,232.18,0.89,-1,-1,-1
4,2,549.08,309.36,121.60,240.89,0.84,-1,-1,-1
4,3,143.20,257.87,129.20,325.40,0.92,-1,-1,-1
4,4,926.73,227.95,252.14,597.66,0.92,-1,-1,-1
4,5,664.49,286.06,112.46,246.44,0.82,-1,-1,-1
4,6,356.67,206.18,114.24,287.40,0.89,-1,-1,-1
4,7,571.21,223.76,123.60,295.63,0.85,-1,-1,-1
4,8,744.28,265.61,124.82,270.72,0.82,-1,-1,-1
4,9,533.66,202.83,38.91,107.89,0.73,-1,-1,-1
4,10,364.05,211.61,87.96,231.42,0.63,-1,-1,-1
4,11,586.54,181.83,52.13,140.45,0.79,-1,-1,-1
4,13,573.66,176.13,41.74,136.83,0.76,-1,-1,-1
4,14,632.94,178.49,53.88,141.61,0.81,-1,-1,-1
4,15,300.20,208.78,58.08,157.66,0.89,-1,-1,-1
4,16,42.46,304.51,71.35,173.86,0.89,-1,-1,-1
4,18,445.42,328.28,85.83,179.78,0.87,-1,-1,-1
5,1,488.61,251.29,97.96,213.96,0.89,-1,-1,-1
5,2,553.98,320.50,123.57,244.92,0.87,-1,-1,-1
5,3,159.15,270.63,120.17,298.99,0.92,-1,-1,-1
5,4,927.95,238.58,257.39,612.81,0.91,-1,-1,-1
5,5,668.11,292.35,117.11,258.17,0.85,-1,-1,-1
5,6,388.12,221.26,106.87,269.98,0.90,-1,-1,-1
5,7,570.77,243.04,121.06,290.84,0.83,-1,-1,-1
5,8,742.90,281.32,124.34,269.63,0.81,-1,-1,-1
5,9,529.75,219.12,33.93,93.30,0.31,-1,-1,-1
5,10,387.23,219.90,86.54,228.88,0.84,-1,-1,-1
5,11,586.17,195.11,57.01,153.48,0.80,-1,-1,-1
5,13,571.26,191.52,41.18,134.96,0.61,-1,-1,-1
5,14,641.36,190.56,52.55,137.32,0.82,-1,-1,-1
5,15,305.71,224.92,57.08,151.98,0.92,-1,-1,-1
5,16,82.24,311.48,67.61,164.35,0.89,-1,-1,-1
5,18,474.08,336.73,81.58,172.03,0.88,-1,-1,-1
5,19,1142.07,293.43,129.13,326.92,0.84,-1,-1,-1
5,20,686.40,192.04,79.35,166.13,0.53,-1,-1,-1
6,1,510.48,253.10,96.99,213.59,0.75,-1,-1,-1
6,2,551.89,292.99,141.80,284.44,0.85,-1,-1,-1
6,3,178.55,276.05,113.78,281.26,0.90,-1,-1,-1
6,4,934.19,244.75,257.50,615.98,0.90,-1,-1,-1
6,5,674.11,298.50,117.12,258.91,0.87,-1,-1,-1
6,6,412.75,219.81,103.68,262.97,0.87,-1,-1,-1
6,7,569.35,254.80,116.56,281.37,0.51,-1,-1,-1
6,8,752.23,289.84,122.97,269.35,0.85,-1,-1,-1
6,9,531.86,227.40,37.02,101.61,0.66,-1,-1,-1
6,10,413.68,235.77,81.52,216.94,0.49,-1,-1,-1
6,11,589.77,205.92,53.98,144.98,0.82,-1,-1,-1
6,13,577.85,201.94,36.57,118.95,0.75,-1,-1,-1
6,14,653.08,199.90,50.07,131.43,0.87,-1,-1,-1
6,15,311.29,234.50,57.85,150.83,0.89,-1,-1,-1
6,16,116.75,311.97,64.52,156.83,0.91,-1,-1,-1
6,18,495.43,336.51,77.22,163.07,0.85,-1,-1,-1
6,19,1146.23,288.77,130.86,331.71,0.87,-1,-1,-1
6,20,694.24,199.16,72.67,152.40,0.75,-1,-1,-1
7,1,531.81,257.86,93.28,207.38,0.77,-1,-1,-1
7,2,559.89,309.16,136.53,275.19,0.83,-1,-1,-1
7,3,200.08,283.35,105.75,260.85,0.90,-1,-1,-1
7,4,937.27,252.07,257.95,620.55,0.90,-1,-1,-1
7,5,676.94,303.13,119.08,263.66,0.87,-1,-1,-1
7,6,434.73,238.39,95.93,244.01,0.91,-1,-1,-1
7,7,586.61,270.68,89.19,216.17,0.55,-1,-1,-1
7,8,756.98,300.24,121.99,268.94,0.84,-1,-1,-1
7,9,532.33,237.16,38.50,105.07,0.41,-1,-1,-1
7,10,450.27,236.60,81.72,218.58,0.82,-1,-1,-1
7,11,592.70,217.18,52.64,140.82,0.74,-1,-1,-1
7,13,579.60,211.74,37.34,120.66,0.47,-1,-1,-1
7,14,662.81,211.66,49.02,127.81,0.85,-1,-1,-1
7,15,314.68,243.63,59.24,151.23,0.89,-1,-1,-1
7,16,148.49,313.97,60.20,147.26,0.87,-1,-1,-1
7,18,510.39,338.52,73.20,155.05,0.85,-1,-1,-1
7,19,1146.09,297.69,129.55,329.33,0.85,-1,-1,-1
7,20,711.46,211.70,64.79,136.54,0.62,-1,-1,-1
8,1,565.72,263.67,86.91,194.52,0.53,-1,-1,-1
8,2,545.12,330.93,126.32,261.57,0.74,-1,-1,-1
8,3,214.54,286.08,100.19,246.37,0.90,-1,-1,-1
8,4,936.79,260.63,255.61,617.98,0.90,-1,-1,-1
8,5,679.73,308.67,120.18,265.81,0.86,-1,-1,-1
8,6,455.57,243.72,91.51,233.30,0.90,-1,-1,-1
8,7,577.45,277.18,110.89,271.33,0.84,-1,-1,-1
8,8,759.01,306.22,120.96,269.20,0.82,-1,-1,-1
8,9,525.68,244.88,38.32,104.67,0.16,-1,-1,-1
8,10,480.20,236.77,74.91,200.04,0.83,-1,-1,-1
8,11,592.43,224.06,51.25,137.04,0.79,-1,-1,-1
8,13,578.98,219.78,37.31,120.35,0.61,-1,-1,-1
8,14,663.22,221.87,47.62,123.89,0.82,-1,-1,-1
8,15,312.47,251.75,60.19,150.54,0.90,-1,-1,-1
8,16,179.21,315.93,56.25,138.08,0.88,-1,-1,-1
